"date,channel,currency,row_spend,impressions,clicks,conversions,revenue,clean_data,adspend_usd"
"2025.01.03,Google ads,USD,1270,755,12,3,174,2025-01-03,"
"2025.01.03,instagram,EUR,631,511,10,0,0,2025-01-03,685.8695652173913"
"2025/01/04,linkedin ads,INR,2533,279,22,4,200,2025-01-04,30.518072289156628"
"2025/01/04,Google ads,USD,232,679,29,2,102,2025-01-04,"
"2025/01/01,instagram,EUR,478,774,13,3,141,2025-01-01,519.5652173913044"
"05-jan-2025,linkedin ads,USD,2489,447,12,0,0,2025-01-05,"
"05-jan-2025,linkedin ads,INR,2173,978,12,4,220,2025-01-05,26.180722891566266"
"01/02/2025,instagram,INR,872,107,11,0,0,2025-01-02,10.506024096385541"
"2025/01/04,facebook ads,EUR,1604,606,12,0,0,2025-01-04,1743.4782608695652"
"05-jan-2025,facebook ads,EUR,1263,452,11,3,177,2025-01-05,1372.8260869565217"
"05-jan-2025,instagram,USD,1552,660,10,1,57,2025-01-05,"
"2025/01/01,facebook ads,USD,783,635,10,0,0,2025-01-01,"
"2025/01/04,linkedin ads,INR,370,746,26,2,98,2025-01-04,4.457831325301205"
"01/02/2025,Google ads,INR,2553,533,14,2,110,2025-01-02,30.759036144578314"
"2025/01/01,linkedin ads,INR,1925,843,12,3,132,2025-01-01,23.19277108433735"
"2025.01.03,instagram,INR,2994,572,13,1,42,2025-01-03,36.0722891566265"
"05-jan-2025,facebook ads,EUR,914,942,19,4,228,2025-01-05,993.4782608695651"
"2025/01/01,Google ads,EUR,1382,484,29,3,138,2025-01-01,1502.1739130434783"
"2025/01/04,linkedin ads,USD,805,472,11,4,212,2025-01-04,"
"01/02/2025,instagram,EUR,210,275,14,4,192,2025-01-02,228.26086956521738"
"2025/01/04,Google ads,EUR,1131,470,20,0,0,2025-01-04,1229.3478260869565"
"01/02/2025,linkedin ads,EUR,2660,794,26,2,80,2025-01-02,2891.304347826087"
"2025.01.03,Google ads,INR,2775,494,24,0,0,2025-01-03,33.433734939759034"
"01/02/2025,instagram,EUR,2147,354,13,4,224,2025-01-02,2333.695652173913"
"2025/01/04,facebook ads,EUR,223,737,17,0,0,2025-01-04,242.39130434782606"
"2025/01/04,instagram,INR,1408,674,17,0,0,2025-01-04,16.96385542168675"
"2025.01.03,facebook ads,EUR,2890,129,12,3,132,2025-01-03,3141.304347826087"
"2025/01/01,Google ads,EUR,517,994,20,0,0,2025-01-01,561.9565217391304"
"2025.01.03,facebook ads,INR,2996,155,26,1,43,2025-01-03,36.096385542168676"
"05-jan-2025,instagram,USD,2856,204,13,2,114,2025-01-05,"
"2025/01/04,Google ads,INR,1022,586,27,1,40,2025-01-04,12.313253012048193"
"2025/01/01,facebook ads,INR,2163,600,14,1,52,2025-01-01,26.06024096385542"
"2025/01/01,Google ads,INR,2963,104,28,1,42,2025-01-01,35.69879518072289"
"05-jan-2025,instagram,USD,1644,664,19,4,164,2025-01-05,"
"2025/01/01,Google ads,EUR,1912,221,25,4,164,2025-01-01,2078.2608695652175"
"01/02/2025,facebook ads,INR,1320,377,24,4,192,2025-01-02,15.903614457831326"
"2025/01/04,instagram,INR,1817,589,28,1,45,2025-01-04,21.89156626506024"
"2025.01.03,Google ads,EUR,1061,202,10,2,96,2025-01-03,1153.2608695652173"
"01/02/2025,linkedin ads,EUR,2336,422,12,3,150,2025-01-02,2539.1304347826085"
"2025.01.03,linkedin ads,INR,1767,951,11,2,84,2025-01-03,21.289156626506024"
"2025/01/01,facebook ads,USD,1347,937,10,0,0,2025-01-01,"
"2025.01.03,facebook ads,USD,398,913,18,0,0,2025-01-03,"
"2025/01/04,linkedin ads,EUR,403,835,13,0,0,2025-01-04,438.04347826086956"
"2025.01.03,instagram,EUR,2204,953,20,3,159,2025-01-03,2395.6521739130435"
"2025/01/04,linkedin ads,USD,2930,723,17,0,0,2025-01-04,"
"2025.01.03,Google ads,USD,2177,432,17,3,135,2025-01-03,"
"2025/01/04,facebook ads,INR,1116,297,28,3,120,2025-01-04,13.44578313253012"
"2025/01/04,Google ads,INR,2758,627,14,3,120,2025-01-04,33.2289156626506"
"2025.01.03,facebook ads,EUR,2854,843,12,1,56,2025-01-03,3102.173913043478"
"2025.01.03,facebook ads,EUR,2804,998,20,2,96,2025-01-03,3047.8260869565215"
"01/02/2025,instagram,INR,389,858,25,5,215,2025-01-02,4.686746987951807"
"01/02/2025,instagram,USD,1727,550,25,4,200,2025-01-02,"
"2025/01/01,Google ads,USD,2942,764,21,3,162,2025-01-01,"
"2025/01/04,instagram,USD,1842,589,21,1,54,2025-01-04,"
"2025.01.03,instagram,INR,567,968,11,0,0,2025-01-03,6.831325301204819"
"01/02/2025,instagram,USD,203,246,19,2,94,2025-01-02,"
"05-jan-2025,instagram,INR,1732,267,19,4,192,2025-01-05,20.867469879518072"
"2025/01/01,facebook ads,INR,1143,520,12,1,45,2025-01-01,13.771084337349398"
"2025.01.03,facebook ads,USD,409,959,29,4,196,2025-01-03,"
"2025.01.03,instagram,USD,1875,283,20,1,57,2025-01-03,"
"2025.01.03,facebook ads,EUR,953,383,12,3,156,2025-01-03,1035.8695652173913"
"05-jan-2025,facebook ads,USD,2308,304,24,0,0,2025-01-05,"
"2025/01/04,Google ads,EUR,1731,258,19,1,44,2025-01-04,1881.5217391304348"
"2025.01.03,linkedin ads,USD,1083,626,12,1,56,2025-01-03,"
"05-jan-2025,linkedin ads,EUR,1241,931,13,2,112,2025-01-05,1348.9130434782608"
"2025.01.03,linkedin ads,INR,357,487,26,0,0,2025-01-03,4.301204819277109"
"2025/01/04,linkedin ads,EUR,2098,606,12,3,162,2025-01-04,2280.4347826086955"
"2025/01/01,Google ads,EUR,1046,961,28,4,160,2025-01-01,1136.9565217391305"
"01/02/2025,Google ads,INR,1985,291,24,0,0,2025-01-02,23.91566265060241"
"2025/01/04,facebook ads,USD,339,403,28,1,49,2025-01-04,"
"01/02/2025,Google ads,USD,1846,587,26,4,224,2025-01-02,"
"2025.01.03,facebook ads,EUR,2642,868,21,2,106,2025-01-03,2871.7391304347825"
"01/02/2025,Google ads,EUR,2216,811,11,4,200,2025-01-02,2408.695652173913"
"2025/01/04,Google ads,USD,2136,273,24,3,171,2025-01-04,"
"01/02/2025,instagram,EUR,2484,350,21,4,216,2025-01-02,2700.0"
"01/02/2025,linkedin ads,EUR,1708,754,24,3,162,2025-01-02,1856.5217391304348"
"2025/01/04,facebook ads,INR,1888,997,22,3,150,2025-01-04,22.746987951807228"
"01/02/2025,Google ads,INR,2093,391,20,3,162,2025-01-02,25.216867469879517"
"2025/01/04,facebook ads,EUR,2506,989,19,1,42,2025-01-04,2723.9130434782605"
"01/02/2025,Google ads,USD,1224,826,20,2,80,2025-01-02,"
"05-jan-2025,linkedin ads,EUR,2014,137,25,2,98,2025-01-05,2189.1304347826085"
"01/02/2025,Google ads,USD,906,144,23,2,96,2025-01-02,"
"2025.01.03,Google ads,USD,1266,971,14,1,40,2025-01-03,"
"2025/01/04,facebook ads,EUR,513,932,29,0,0,2025-01-04,557.6086956521739"
"2025/01/04,instagram,EUR,1137,757,13,0,0,2025-01-04,1235.8695652173913"
"2025/01/01,instagram,INR,1709,307,20,2,86,2025-01-01,20.59036144578313"
"2025/01/04,Google ads,USD,404,108,16,4,192,2025-01-04,"
"01/02/2025,Google ads,EUR,703,274,20,2,108,2025-01-02,764.1304347826086"
"05-jan-2025,instagram,EUR,1323,301,19,0,0,2025-01-05,1438.0434782608695"
"2025.01.03,linkedin ads,USD,2086,642,15,0,0,2025-01-03,"
"01/02/2025,linkedin ads,INR,2725,135,12,3,150,2025-01-02,32.83132530120482"
"2025/01/04,Google ads,EUR,1228,518,17,1,58,2025-01-04,1334.782608695652"
"05-jan-2025,Google ads,EUR,1914,161,26,4,180,2025-01-05,2080.4347826086955"
"2025.01.03,Google ads,INR,702,595,23,1,58,2025-01-03,8.457831325301205"
"2025.01.03,instagram,INR,918,327,11,3,165,2025-01-03,11.060240963855422"
"2025.01.03,linkedin ads,EUR,1308,157,28,2,80,2025-01-03,1421.7391304347825"
"2025/01/04,Google ads,USD,1977,158,24,4,216,2025-01-04,"
"01/02/2025,facebook ads,INR,748,301,17,0,0,2025-01-02,9.012048192771084"
"2025/01/04,Google ads,USD,2405,178,10,0,0,2025-01-04,"
"2025/01/04,linkedin ads,EUR,1991,960,22,4,172,2025-01-04,2164.1304347826085"
"2025/01/04,Google ads,USD,593,810,22,0,0,2025-01-04,"
"01/02/2025,facebook ads,USD,461,939,25,0,0,2025-01-02,"
"2025/01/04,linkedin ads,EUR,2783,981,24,3,168,2025-01-04,3025.0"
"2025/01/04,Google ads,USD,251,151,26,2,80,2025-01-04,"
"2025.01.03,Google ads,INR,1028,607,15,1,56,2025-01-03,12.385542168674698"
"2025/01/04,facebook ads,USD,2809,829,12,2,108,2025-01-04,"
"01/02/2025,instagram,EUR,2160,487,28,2,96,2025-01-02,2347.8260869565215"
"2025/01/04,linkedin ads,INR,898,547,18,2,100,2025-01-04,10.819277108433734"
"05-jan-2025,facebook ads,USD,1467,577,17,4,232,2025-01-05,"
"01/02/2025,facebook ads,INR,651,483,20,3,156,2025-01-02,7.843373493975903"
"2025/01/04,instagram,EUR,1219,189,15,3,147,2025-01-04,1325.0"
"2025/01/01,linkedin ads,USD,281,915,28,1,47,2025-01-01,"
"05-jan-2025,instagram,USD,2643,470,17,4,184,2025-01-05,"
"05-jan-2025,facebook ads,EUR,2343,172,27,4,212,2025-01-05,2546.7391304347825"
"2025/01/01,instagram,USD,1561,868,27,1,57,2025-01-01,"
"05-jan-2025,Google ads,EUR,1161,885,21,0,0,2025-01-05,1261.9565217391303"
"2025/01/01,Google ads,USD,970,872,26,4,172,2025-01-01,"
"2025/01/04,Google ads,USD,1976,808,24,2,110,2025-01-04,"
"05-jan-2025,Google ads,INR,1510,459,15,2,94,2025-01-05,18.19277108433735"
"2025/01/01,facebook ads,USD,1998,890,23,1,58,2025-01-01,"
"2025/01/01,linkedin ads,EUR,2995,504,19,2,92,2025-01-01,3255.4347826086955"
"01/02/2025,instagram,EUR,2894,318,10,1,46,2025-01-02,3145.6521739130435"
"2025/01/01,linkedin ads,INR,2566,828,21,3,150,2025-01-01,30.91566265060241"
"2025/01/04,facebook ads,INR,433,347,14,1,55,2025-01-04,5.216867469879518"
"01/02/2025,instagram,USD,513,983,24,3,132,2025-01-02,"
"2025/01/04,linkedin ads,USD,1256,967,16,3,162,2025-01-04,"
"2025.01.03,linkedin ads,USD,2108,412,13,1,51,2025-01-03,"
"05-jan-2025,Google ads,EUR,1997,990,23,3,144,2025-01-05,2170.6521739130435"
"2025/01/04,linkedin ads,USD,2030,337,20,3,153,2025-01-04,"
"2025.01.03,facebook ads,USD,2677,270,22,0,0,2025-01-03,"
"2025/01/04,facebook ads,INR,2213,348,26,3,159,2025-01-04,26.662650602409638"
"05-jan-2025,instagram,USD,429,254,10,3,165,2025-01-05,"
"2025/01/04,instagram,EUR,2995,845,23,5,230,2025-01-04,3255.4347826086955"
"2025.01.03,instagram,EUR,2602,715,10,4,200,2025-01-03,2828.2608695652175"
"2025.01.03,linkedin ads,USD,302,586,13,3,156,2025-01-03,"
"2025/01/04,Google ads,EUR,211,963,24,1,44,2025-01-04,229.3478260869565"
"2025/01/01,instagram,USD,2517,641,12,2,112,2025-01-01,"
"01/02/2025,instagram,EUR,2443,489,29,5,270,2025-01-02,2655.4347826086955"
"2025/01/04,linkedin ads,EUR,2310,727,14,2,108,2025-01-04,2510.869565217391"
"05-jan-2025,facebook ads,INR,1206,710,27,1,59,2025-01-05,14.53012048192771"
"2025/01/04,facebook ads,INR,599,415,12,4,212,2025-01-04,7.216867469879518"
"2025.01.03,instagram,USD,1343,891,25,3,141,2025-01-03,"
"05-jan-2025,facebook ads,INR,2336,991,27,2,108,2025-01-05,28.14457831325301"
"2025/01/04,linkedin ads,USD,2772,963,28,4,200,2025-01-04,"
"2025/01/01,instagram,USD,234,429,21,4,180,2025-01-01,"
"05-jan-2025,instagram,EUR,2935,557,23,2,100,2025-01-05,3190.2173913043475"
"2025.01.03,facebook ads,INR,858,903,12,2,112,2025-01-03,10.337349397590362"
"01/02/2025,facebook ads,EUR,2303,713,15,4,180,2025-01-02,2503.2608695652175"
"2025.01.03,linkedin ads,USD,627,318,17,1,46,2025-01-03,"
"2025/01/01,facebook ads,EUR,491,415,28,2,80,2025-01-01,533.695652173913"
"2025/01/04,Google ads,USD,2143,138,28,0,0,2025-01-04,"
"2025/01/01,facebook ads,USD,2489,719,14,0,0,2025-01-01,"
"2025/01/01,linkedin ads,INR,228,921,21,1,53,2025-01-01,2.746987951807229"
"05-jan-2025,facebook ads,INR,1918,998,13,3,147,2025-01-05,23.10843373493976"
"2025/01/01,facebook ads,EUR,2338,243,27,3,177,2025-01-01,2541.304347826087"
"05-jan-2025,instagram,USD,2799,486,17,2,92,2025-01-05,"
"2025/01/01,facebook ads,EUR,1061,302,23,2,90,2025-01-01,1153.2608695652173"
"2025/01/01,facebook ads,USD,2891,341,18,1,52,2025-01-01,"
"01/02/2025,instagram,EUR,1199,247,11,2,82,2025-01-02,1303.2608695652173"
"05-jan-2025,facebook ads,INR,1230,590,15,0,0,2025-01-05,14.819277108433734"
"01/02/2025,Google ads,USD,1843,390,27,4,232,2025-01-02,"
"2025.01.03,Google ads,EUR,2873,132,14,3,144,2025-01-03,3122.8260869565215"
"05-jan-2025,instagram,USD,847,234,11,0,0,2025-01-05,"
"2025.01.03,linkedin ads,EUR,2834,485,18,1,45,2025-01-03,3080.4347826086955"
"2025.01.03,facebook ads,EUR,2254,904,22,2,100,2025-01-03,2450.0"
"2025.01.03,instagram,EUR,1949,109,11,3,132,2025-01-03,2118.478260869565"
"01/02/2025,linkedin ads,INR,724,609,13,0,0,2025-01-02,8.72289156626506"
"05-jan-2025,instagram,INR,1505,534,11,2,98,2025-01-05,18.132530120481928"
"01/02/2025,facebook ads,EUR,1814,433,12,0,0,2025-01-02,1971.7391304347825"
"01/02/2025,Google ads,USD,2672,662,22,1,54,2025-01-02,"
"2025/01/04,facebook ads,INR,2193,997,27,3,171,2025-01-04,26.42168674698795"
"01/02/2025,facebook ads,EUR,2956,221,23,2,106,2025-01-02,3213.0434782608695"
"05-jan-2025,facebook ads,EUR,1353,782,11,2,80,2025-01-05,1470.6521739130435"
"2025/01/04,linkedin ads,USD,1782,215,22,2,112,2025-01-04,"
"01/02/2025,Google ads,EUR,326,938,11,0,0,2025-01-02,354.3478260869565"
"2025/01/01,linkedin ads,USD,378,434,16,1,45,2025-01-01,"
"2025/01/04,Google ads,USD,1930,757,25,4,228,2025-01-04,"
"01/02/2025,linkedin ads,USD,2142,172,13,0,0,2025-01-02,"
"2025/01/01,Google ads,INR,776,895,29,0,0,2025-01-01,9.349397590361447"
"05-jan-2025,facebook ads,USD,1457,447,21,0,0,2025-01-05,"
"2025/01/01,facebook ads,INR,1085,110,12,4,216,2025-01-01,13.072289156626505"
"2025/01/01,Google ads,INR,2403,769,20,3,159,2025-01-01,28.951807228915662"
"2025.01.03,linkedin ads,INR,2212,214,15,4,164,2025-01-03,26.650602409638555"
"05-jan-2025,facebook ads,EUR,294,134,19,3,147,2025-01-05,319.5652173913043"
"05-jan-2025,linkedin ads,EUR,1286,311,13,2,100,2025-01-05,1397.8260869565217"
"2025.01.03,linkedin ads,USD,1187,466,20,2,82,2025-01-03,"
"2025.01.03,instagram,USD,2157,305,29,2,88,2025-01-03,"
"05-jan-2025,Google ads,USD,1292,585,29,3,156,2025-01-05,"
"2025.01.03,Google ads,INR,725,853,14,4,216,2025-01-03,8.734939759036145"
"01/02/2025,instagram,USD,1950,560,24,4,204,2025-01-02,"
"01/02/2025,Google ads,EUR,1885,373,29,1,44,2025-01-02,2048.913043478261"
"05-jan-2025,facebook ads,EUR,743,631,24,1,42,2025-01-05,807.6086956521739"
"2025.01.03,Google ads,INR,1184,698,13,3,123,2025-01-03,14.265060240963855"
"2025.01.03,facebook ads,EUR,1841,638,26,4,192,2025-01-03,2001.086956521739"
"01/02/2025,facebook ads,USD,499,433,27,0,0,2025-01-02,"
"2025/01/04,facebook ads,EUR,1548,250,10,2,102,2025-01-04,1682.6086956521738"
"2025/01/01,linkedin ads,USD,2561,501,10,4,212,2025-01-01,"
"2025/01/04,linkedin ads,INR,1527,493,23,1,40,2025-01-04,18.397590361445783"
"2025/01/01,facebook ads,USD,1309,374,11,2,96,2025-01-01,"
"2025.01.03,instagram,USD,2868,741,23,1,40,2025-01-03,"
"01/02/2025,instagram,EUR,472,379,27,3,177,2025-01-02,513.0434782608695"
"2025.01.03,instagram,USD,2498,123,15,4,208,2025-01-03,"
"2025/01/04,instagram,USD,1489,731,23,2,110,2025-01-04,"
"2025/01/01,instagram,USD,2984,427,13,3,144,2025-01-01,"
"2025.01.03,instagram,USD,1879,806,20,4,228,2025-01-03,"
"05-jan-2025,instagram,INR,1311,361,16,2,98,2025-01-05,15.795180722891565"
"2025.01.03,linkedin ads,INR,1048,636,28,4,208,2025-01-03,12.626506024096386"
"2025/01/01,linkedin ads,INR,362,246,13,2,86,2025-01-01,4.36144578313253"
"05-jan-2025,instagram,USD,1946,699,18,0,0,2025-01-05,"
"01/02/2025,instagram,USD,721,823,28,4,184,2025-01-02,"
"01/02/2025,instagram,USD,1704,538,29,3,141,2025-01-02,"
"2025/01/01,linkedin ads,EUR,822,732,29,4,192,2025-01-01,893.4782608695651"
"2025.01.03,facebook ads,USD,1801,819,17,3,156,2025-01-03,"
"05-jan-2025,instagram,INR,1786,940,11,2,102,2025-01-05,21.518072289156628"
"2025.01.03,instagram,INR,772,436,28,3,153,2025-01-03,9.301204819277109"
"05-jan-2025,linkedin ads,EUR,531,307,16,2,88,2025-01-05,577.1739130434783"
"2025/01/01,Google ads,EUR,299,353,22,2,118,2025-01-01,325.0"
"01/02/2025,Google ads,INR,1123,682,23,2,118,2025-01-02,13.53012048192771"
"2025/01/04,facebook ads,USD,2114,780,23,4,228,2025-01-04,"
"2025.01.03,facebook ads,INR,2923,387,24,2,110,2025-01-03,35.21686746987952"
"2025.01.03,linkedin ads,INR,940,204,22,4,164,2025-01-03,11.325301204819278"
"01/02/2025,Google ads,INR,813,439,28,4,196,2025-01-02,9.795180722891565"
"2025/01/01,facebook ads,EUR,849,367,14,0,0,2025-01-01,922.8260869565217"
"2025/01/01,facebook ads,EUR,1482,724,26,2,118,2025-01-01,1610.8695652173913"
"2025.01.03,Google ads,INR,267,119,18,2,114,2025-01-03,3.216867469879518"
"01/02/2025,facebook ads,EUR,2760,227,21,0,0,2025-01-02,3000.0"
"05-jan-2025,linkedin ads,EUR,2731,237,28,1,55,2025-01-05,2968.478260869565"
"05-jan-2025,facebook ads,INR,2487,850,15,4,220,2025-01-05,29.96385542168675"
"2025.01.03,Google ads,INR,694,370,15,3,141,2025-01-03,8.36144578313253"
"2025/01/01,facebook ads,INR,2843,556,29,2,110,2025-01-01,34.25301204819277"
"2025/01/01,Google ads,USD,934,990,14,3,147,2025-01-01,"
"01/02/2025,Google ads,USD,774,840,20,4,200,2025-01-02,"
"2025.01.03,facebook ads,INR,1614,243,23,4,164,2025-01-03,19.44578313253012"
"01/02/2025,Google ads,USD,997,970,10,3,138,2025-01-02,"
"05-jan-2025,linkedin ads,INR,1103,375,24,2,92,2025-01-05,13.289156626506024"
"01/02/2025,instagram,USD,654,225,28,3,153,2025-01-02,"
"2025.01.03,facebook ads,USD,2273,677,28,3,129,2025-01-03,"
"2025/01/04,instagram,EUR,2253,113,28,5,270,2025-01-04,2448.913043478261"
"2025/01/04,facebook ads,INR,856,893,24,4,236,2025-01-04,10.313253012048193"
"2025/01/01,instagram,USD,1649,405,16,0,0,2025-01-01,"
"2025/01/04,instagram,INR,2892,616,16,4,220,2025-01-04,34.8433734939759"
"2025/01/01,Google ads,USD,2906,490,28,2,94,2025-01-01,"
"01/02/2025,Google ads,INR,2440,492,16,1,53,2025-01-02,29.397590361445783"
"05-jan-2025,facebook ads,INR,926,629,22,4,208,2025-01-05,11.156626506024097"
"2025/01/04,facebook ads,USD,901,601,18,0,0,2025-01-04,"
"2025/01/01,Google ads,EUR,2736,776,27,4,228,2025-01-01,2973.9130434782605"
"01/02/2025,linkedin ads,INR,1141,590,19,1,48,2025-01-02,13.74698795180723"
"2025.01.03,facebook ads,INR,1323,780,14,1,53,2025-01-03,15.939759036144578"
"2025/01/04,linkedin ads,INR,1843,970,15,3,120,2025-01-04,22.204819277108435"
"2025/01/04,facebook ads,USD,2959,378,22,1,47,2025-01-04,"
"2025/01/01,Google ads,INR,532,572,21,3,132,2025-01-01,6.409638554216867"
"2025/01/01,linkedin ads,EUR,2874,392,10,3,174,2025-01-01,3123.9130434782605"
"05-jan-2025,facebook ads,INR,1670,948,25,3,126,2025-01-05,20.120481927710845"
"2025/01/01,facebook ads,EUR,1432,788,29,0,0,2025-01-01,1556.5217391304348"
"2025.01.03,linkedin ads,INR,2496,560,20,0,0,2025-01-03,30.072289156626507"
"2025/01/01,instagram,INR,1850,587,13,2,114,2025-01-01,22.289156626506024"
"2025/01/01,instagram,INR,562,996,24,4,168,2025-01-01,6.771084337349397"
"01/02/2025,linkedin ads,EUR,2847,950,21,3,123,2025-01-02,3094.565217391304"
"2025/01/04,instagram,EUR,678,748,20,4,192,2025-01-04,736.9565217391304"
"2025/01/01,instagram,USD,311,796,10,3,126,2025-01-01,"
"05-jan-2025,instagram,INR,2322,270,29,1,53,2025-01-05,27.97590361445783"
"05-jan-2025,facebook ads,USD,2204,612,25,2,90,2025-01-05,"
"01/02/2025,Google ads,USD,1242,980,13,3,159,2025-01-02,"
"01/02/2025,instagram,INR,703,169,16,1,48,2025-01-02,8.46987951807229"
"2025/01/04,Google ads,INR,1075,537,28,4,204,2025-01-04,12.951807228915662"
"05-jan-2025,linkedin ads,INR,2797,272,13,3,171,2025-01-05,33.69879518072289"
"01/02/2025,Google ads,EUR,2982,766,27,0,0,2025-01-02,3241.304347826087"
"2025/01/01,linkedin ads,INR,2808,937,22,4,196,2025-01-01,33.83132530120482"
"05-jan-2025,facebook ads,USD,2238,118,29,3,153,2025-01-05,"
"2025.01.03,facebook ads,EUR,370,568,25,3,129,2025-01-03,402.17391304347825"
"2025/01/04,linkedin ads,EUR,671,897,10,4,232,2025-01-04,729.3478260869565"
"2025.01.03,linkedin ads,INR,2685,151,11,4,164,2025-01-03,32.34939759036145"
"01/02/2025,instagram,INR,990,301,23,2,80,2025-01-02,11.927710843373495"
"01/02/2025,Google ads,INR,1037,353,10,2,82,2025-01-02,12.493975903614459"
"01/02/2025,Google ads,INR,2611,406,25,3,153,2025-01-02,31.457831325301203"
"05-jan-2025,facebook ads,USD,2573,899,12,2,80,2025-01-05,"
"01/02/2025,facebook ads,EUR,703,817,27,3,162,2025-01-02,764.1304347826086"
"01/02/2025,linkedin ads,USD,1466,793,28,4,208,2025-01-02,"
"05-jan-2025,linkedin ads,INR,1151,846,15,1,56,2025-01-05,13.867469879518072"
"05-jan-2025,linkedin ads,INR,2603,853,28,3,162,2025-01-05,31.36144578313253"
"2025/01/04,instagram,INR,827,775,14,1,53,2025-01-04,9.963855421686747"
"2025/01/04,Google ads,USD,1562,246,21,3,165,2025-01-04,"
"05-jan-2025,linkedin ads,USD,1248,206,13,3,177,2025-01-05,"
"2025/01/04,Google ads,EUR,799,560,21,3,171,2025-01-04,868.4782608695651"
"2025/01/01,facebook ads,USD,2606,161,29,4,168,2025-01-01,"
"01/02/2025,linkedin ads,EUR,2087,201,21,3,153,2025-01-02,2268.478260869565"
"2025/01/04,linkedin ads,USD,1529,883,26,0,0,2025-01-04,"
"01/02/2025,linkedin ads,INR,2981,465,15,2,110,2025-01-02,35.91566265060241"
"2025.01.03,linkedin ads,USD,1976,876,12,2,116,2025-01-03,"
"01/02/2025,facebook ads,EUR,1775,208,10,3,138,2025-01-02,1929.3478260869565"
"01/02/2025,instagram,USD,1912,452,11,0,0,2025-01-02,"
"2025/01/01,facebook ads,EUR,208,550,14,3,171,2025-01-01,226.08695652173913"
"2025/01/04,linkedin ads,EUR,2613,139,27,0,0,2025-01-04,2840.2173913043475"
"2025/01/01,linkedin ads,INR,1954,738,29,0,0,2025-01-01,23.542168674698797"
"2025.01.03,facebook ads,EUR,2159,583,14,4,224,2025-01-03,2346.7391304347825"
"2025/01/01,linkedin ads,INR,1249,453,28,1,55,2025-01-01,15.048192771084338"
"01/02/2025,instagram,USD,2679,363,24,1,49,2025-01-02,"
"2025/01/01,facebook ads,EUR,1274,990,15,2,84,2025-01-01,1384.782608695652"
"01/02/2025,instagram,USD,495,779,25,5,245,2025-01-02,"
"01/02/2025,Google ads,EUR,421,844,23,1,48,2025-01-02,457.6086956521739"
"2025/01/04,instagram,EUR,2370,517,23,3,135,2025-01-04,2576.086956521739"
"2025.01.03,instagram,INR,523,425,21,5,275,2025-01-03,6.301204819277109"
"01/02/2025,linkedin ads,INR,1842,675,10,0,0,2025-01-02,22.19277108433735"
"2025/01/01,Google ads,INR,2952,425,11,3,153,2025-01-01,35.566265060240966"
"05-jan-2025,instagram,USD,1952,134,20,5,220,2025-01-05,"
"2025/01/04,linkedin ads,EUR,1114,982,15,1,41,2025-01-04,1210.8695652173913"
"2025/01/01,Google ads,EUR,2865,224,21,1,47,2025-01-01,3114.1304347826085"
"2025/01/01,instagram,EUR,2793,675,18,0,0,2025-01-01,3035.869565217391"
"05-jan-2025,facebook ads,INR,381,176,21,2,92,2025-01-05,4.590361445783133"
"05-jan-2025,Google ads,EUR,226,851,23,4,160,2025-01-05,245.65217391304347"
"2025/01/01,linkedin ads,INR,917,479,19,2,80,2025-01-01,11.048192771084338"
"2025/01/04,Google ads,EUR,328,473,13,4,180,2025-01-04,356.52173913043475"
"2025.01.03,facebook ads,USD,1081,115,23,0,0,2025-01-03,"
"05-jan-2025,linkedin ads,INR,2653,483,17,4,172,2025-01-05,31.96385542168675"
"2025.01.03,linkedin ads,USD,1002,333,11,2,86,2025-01-03,"
"2025/01/04,facebook ads,USD,2959,605,27,2,96,2025-01-04,"
"2025/01/04,linkedin ads,EUR,2392,742,17,0,0,2025-01-04,2600.0"
"2025/01/04,facebook ads,INR,1163,793,12,3,138,2025-01-04,14.012048192771084"
"2025/01/01,linkedin ads,INR,2459,837,21,1,41,2025-01-01,29.626506024096386"
"2025/01/04,facebook ads,USD,2230,532,17,2,96,2025-01-04,"
"2025/01/01,instagram,INR,2932,464,18,3,123,2025-01-01,35.325301204819276"
"01/02/2025,instagram,INR,2194,547,15,3,177,2025-01-02,26.433734939759034"
"2025/01/04,facebook ads,USD,1463,113,21,3,153,2025-01-04,"
"2025/01/04,linkedin ads,INR,2973,405,17,3,126,2025-01-04,35.81927710843374"
"05-jan-2025,Google ads,EUR,1045,984,20,0,0,2025-01-05,1135.8695652173913"
"2025/01/01,facebook ads,USD,552,240,14,2,96,2025-01-01,"
"2025/01/01,instagram,USD,598,484,10,1,49,2025-01-01,"
"2025.01.03,linkedin ads,USD,845,414,10,3,153,2025-01-03,"
"05-jan-2025,linkedin ads,INR,1526,208,24,2,90,2025-01-05,18.3855421686747"
"2025/01/04,Google ads,EUR,1760,239,24,1,58,2025-01-04,1913.0434782608695"
"2025.01.03,Google ads,INR,1947,531,18,2,86,2025-01-03,23.457831325301203"
"2025/01/04,instagram,INR,1188,400,10,3,129,2025-01-04,14.313253012048193"
"05-jan-2025,linkedin ads,USD,1273,247,16,0,0,2025-01-05,"
"01/02/2025,Google ads,INR,1945,240,15,0,0,2025-01-02,23.433734939759034"
"05-jan-2025,Google ads,EUR,1829,606,25,2,116,2025-01-05,1988.0434782608695"
"2025/01/01,Google ads,EUR,618,239,15,2,118,2025-01-01,671.7391304347826"
